frame_index,source_time_s,bbox_xywh,update_s,decode_s,calibrated_confidence,guarded_states,guarded_events,localization_accepted
41,0.8200000000000001,"[262.0, 84.0, 256.0, 258.0]",0.01836258399998769,0.00020995899103581905,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.30679156908665106, 0.175, 0.6065573770491803, 0.7125], 'timestamp': 0.82, 'evidence_id': 'ego:42', 'visibility': 'visible', 'confidence': 0.689508456601683, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.31049154339831697, 'visible_fraction': 1.0, 'relative_motion': 0.0044719301202963664, 'camera_compensated': True, 'total_area_ratio': 1.0001211459973331}]",[],True
42,0.84,"[254.0, 88.0, 256.0, 258.0]",0.01741920900531113,0.0001966250129044056,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.297423887587822, 0.18333333333333332, 0.5971896955503513, 0.7208333333333333], 'timestamp': 0.84, 'evidence_id': 'ego:43', 'visibility': 'visible', 'confidence': 0.6887296810844725, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3112703189155275, 'visible_fraction': 1.0, 'relative_motion': 0.0033811178440405804, 'camera_compensated': True, 'total_area_ratio': 1.0001211459973331}]",[],True
43,0.86,"[246.0, 94.0, 256.0, 258.0]",0.01795829099137336,0.0005426250281743705,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.28805620608899296, 0.19583333333333333, 0.5878220140515222, 0.7333333333333333], 'timestamp': 0.86, 'evidence_id': 'ego:44', 'visibility': 'visible', 'confidence': 0.6671601537929185, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3328398462070815, 'visible_fraction': 1.0, 'relative_motion': 0.007228564595831299, 'camera_compensated': True, 'total_area_ratio': 1.0001211459973331}]",[],True
44,0.88,"[237.99999999999997, 96.0, 262.0, 264.0]",0.020596957998350263,0.00018370803445577621,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2786885245901639, 0.2, 0.585480093676815, 0.75], 'timestamp': 0.88, 'evidence_id': 'ego:45', 'visibility': 'visible', 'confidence': 0.6681482168681863, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3318517831318137, 'visible_fraction': 1.0, 'relative_motion': 0.003239416684085754, 'camera_compensated': True, 'total_area_ratio': 1.047365240830056}]",[],True
45,0.9,"[230.00000000000003, 100.0, 262.0, 264.0]",0.022119416040368378,0.0002786249970085919,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2693208430913349, 0.20833333333333334, 0.5761124121779859, 0.7583333333333333], 'timestamp': 0.9, 'evidence_id': 'ego:46', 'visibility': 'visible', 'confidence': 0.6430200870293596, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.35697991297064036, 'visible_fraction': 1.0, 'relative_motion': 0.003395023781924293, 'camera_compensated': True, 'total_area_ratio': 1.0473652408300556}]",[],True
46,0.92,"[222.0, 106.0, 261.99999999999994, 264.0]",0.021374000003561378,0.000220416986849159,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.25995316159250587, 0.22083333333333333, 0.5667447306791569, 0.7708333333333334], 'timestamp': 0.92, 'evidence_id': 'ego:47', 'visibility': 'visible', 'confidence': 0.6460743105967239, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.353925689403276, 'visible_fraction': 1.0, 'relative_motion': 0.005452595824864146, 'camera_compensated': True, 'total_area_ratio': 1.0473652408300558}]",[],True
47,0.9400000000000002,"[216.0, 112.0, 261.99999999999994, 264.0]",0.024779125000350177,0.00023100001271814108,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2529274004683841, 0.23333333333333334, 0.5597189695550351, 0.7833333333333333], 'timestamp': 0.94, 'evidence_id': 'ego:48', 'visibility': 'visible', 'confidence': 0.6226127478847305, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3773872521152695, 'visible_fraction': 1.0, 'relative_motion': 0.005840667983531125, 'camera_compensated': True, 'total_area_ratio': 1.0473652408300558}]",[],True
48,0.96,"[210.0, 116.0, 261.99999999999994, 264.0]",0.021243292023427784,0.00023983395658433437,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2459016393442623, 0.24166666666666667, 0.5526932084309133, 0.7916666666666666], 'timestamp': 0.96, 'evidence_id': 'ego:49', 'visibility': 'visible', 'confidence': 0.6410369492132058, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3589630507867943, 'visible_fraction': 1.0, 'relative_motion': 0.004566634496525462, 'camera_compensated': True, 'total_area_ratio': 1.0473652408300556}]",[],True
49,0.98,"[206.0, 120.0, 262.00000000000006, 264.0]",0.017229791032150388,0.0002619579900056124,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.24121779859484777, 0.25, 0.5480093676814989, 0.8], 'timestamp': 0.98, 'evidence_id': 'ego:50', 'visibility': 'visible', 'confidence': 0.6177871338453053, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.38221286615469474, 'visible_fraction': 1.0, 'relative_motion': 0.0030115068943432134, 'camera_compensated': True, 'total_area_ratio': 1.0473652408300562}]",[],True
50,1.0,"[198.0, 122.0, 266.00000000000006, 268.0]",0.017942874983418733,0.0002220839960500598,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.23185011709601874, 0.25416666666666665, 0.5433255269320844, 0.8125], 'timestamp': 1.0, 'evidence_id': 'ego:51', 'visibility': 'visible', 'confidence': 0.6299411167411896, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3700588832588104, 'visible_fraction': 1.0, 'relative_motion': 0.005496069585340191, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
51,1.02,"[196.0, 126.0, 266.00000000000006, 268.0]",0.01826554100262001,0.00017437501810491085,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.22950819672131148, 0.2625, 0.5409836065573771, 0.8208333333333333], 'timestamp': 1.02, 'evidence_id': 'ego:52', 'visibility': 'visible', 'confidence': 0.6218986951963603, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.37810130480363974, 'visible_fraction': 1.0, 'relative_motion': 0.002732510420258755, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
52,1.04,"[192.0, 126.0, 272.00000000000006, 274.0]",0.01788599998690188,0.00016141700325533748,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.22482435597189696, 0.2625, 0.5433255269320844, 0.8333333333333334], 'timestamp': 1.04, 'evidence_id': 'ego:53', 'visibility': 'visible', 'confidence': 0.646156160429467, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.353843839570533, 'visible_fraction': 1.0, 'relative_motion': 0.0013748694011436078, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785799}]",[],True
53,1.06,"[190.0, 128.0, 272.00000000000006, 274.0]",0.018635249987710267,0.0002589999930933118,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2224824355971897, 0.26666666666666666, 0.5409836065573771, 0.8375], 'timestamp': 1.06, 'evidence_id': 'ego:54', 'visibility': 'visible', 'confidence': 0.619649055124275, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.38035094487572496, 'visible_fraction': 1.0, 'relative_motion': 0.0025175346414367103, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785799}]",[],True
54,1.08,"[190.0, 134.0, 266.00000000000006, 268.0]",0.018256082956213504,0.00019866699585691094,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2224824355971897, 0.2791666666666667, 0.5339578454332553, 0.8375], 'timestamp': 1.08, 'evidence_id': 'ego:55', 'visibility': 'visible', 'confidence': 0.6325980351692897, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.36740196483071036, 'visible_fraction': 1.0, 'relative_motion': 0.0039050986406221526, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
55,1.1,"[180.0, 130.0, 278.00000000000006, 280.0]",0.019334000011440367,0.00021295796614140272,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.2107728337236534, 0.2708333333333333, 0.5362997658079626, 0.8541666666666666], 'timestamp': 1.1, 'evidence_id': 'ego:56', 'visibility': 'visible', 'confidence': 0.6134363419666256, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3865636580333744, 'visible_fraction': 1.0, 'relative_motion': 0.004519968214677184, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240855}]",[],True
56,1.12,"[178.0, 132.0, 278.00000000000006, 280.0]",0.018461415951605886,0.000232374994084239,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.20843091334894615, 0.275, 0.5339578454332553, 0.8583333333333333], 'timestamp': 1.12, 'evidence_id': 'ego:57', 'visibility': 'visible', 'confidence': 0.6263713150529269, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.3736286849470731, 'visible_fraction': 1.0, 'relative_motion': 0.002235669895143338, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240855}]",[],True
57,1.1400000000000001,"[172.0, 130.0, 282.00000000000006, 284.0]",0.01986158301588148,0.0002234169514849782,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.20140515222482436, 0.2708333333333333, 0.531615925058548, 0.8625], 'timestamp': 1.14, 'evidence_id': 'ego:58', 'visibility': 'visible', 'confidence': 0.5912534239765825, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4087465760234174, 'visible_fraction': 1.0, 'relative_motion': 0.005987728804080435, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445863}]",[],True
58,1.16,"[172.0, 138.0, 278.0, 280.0]",0.01924808300100267,0.00021837500389665365,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.20140515222482436, 0.2875, 0.5269320843091335, 0.8708333333333333], 'timestamp': 1.16, 'evidence_id': 'ego:59', 'visibility': 'visible', 'confidence': 0.5945294152840153, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4054705847159848, 'visible_fraction': 1.0, 'relative_motion': 0.008934452688289045, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240857}]",[],True
59,1.18,"[166.0, 138.0, 278.0, 280.0]",0.018274875008501112,0.000212125014513731,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.19437939110070257, 0.2875, 0.5199063231850117, 0.8708333333333333], 'timestamp': 1.18, 'evidence_id': 'ego:60', 'visibility': 'visible', 'confidence': 0.5817725908631474, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.41822740913685263, 'visible_fraction': 1.0, 'relative_motion': 0.007856119527026311, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240857}]",[],True
60,1.2,"[160.0, 140.0, 282.0, 284.0]",0.01913829200202599,0.0002811249578371644,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1873536299765808, 0.2916666666666667, 0.5175644028103045, 0.8833333333333333], 'timestamp': 1.2, 'evidence_id': 'ego:61', 'visibility': 'visible', 'confidence': 0.5991996094215781, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4008003905784218, 'visible_fraction': 1.0, 'relative_motion': 0.005926936474054707, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
61,1.22,"[156.0, 140.0, 288.0, 290.0]",0.018332040985114872,0.00024137500440701842,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.18266978922716628, 0.2916666666666667, 0.5199063231850117, 0.8958333333333334], 'timestamp': 1.22, 'evidence_id': 'ego:62', 'visibility': 'visible', 'confidence': 0.5571310774410667, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.44286892255893323, 'visible_fraction': 1.0, 'relative_motion': 0.003133839922037883, 'camera_compensated': True, 'total_area_ratio': 1.2646880770605815}]",[],True
62,1.24,"[146.0, 134.0, 300.0, 302.0]",0.017413333000149578,0.00023016700288280845,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.17096018735362997, 0.2791666666666667, 0.522248243559719, 0.9083333333333333], 'timestamp': 1.24, 'evidence_id': 'ego:63', 'visibility': 'visible', 'confidence': 0.5503135539439368, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.44968644605606317, 'visible_fraction': 1.0, 'relative_motion': 0.006254707708091327, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
63,1.26,"[144.0, 138.0, 300.0, 302.0]",0.017582375032361597,0.00023150001652538776,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1686182669789227, 0.2875, 0.5199063231850117, 0.9166666666666666], 'timestamp': 1.26, 'evidence_id': 'ego:64', 'visibility': 'visible', 'confidence': 0.5371896576163337, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.46281034238366625, 'visible_fraction': 1.0, 'relative_motion': 0.007088748478193991, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
64,1.28,"[140.0, 136.0, 306.0, 308.0]",0.01916224998421967,0.00016237504314631224,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.2833333333333333, 0.522248243559719, 0.925], 'timestamp': 1.28, 'evidence_id': 'ego:65', 'visibility': 'visible', 'confidence': 0.572294048273035, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.427705951726965, 'visible_fraction': 1.0, 'relative_motion': 0.0019062232609649617, 'camera_compensated': True, 'total_area_ratio': 1.4271350800623284}]",[],True
65,1.3,"[134.0, 134.0, 312.0, 314.0]",0.019801874994300306,0.0002823749673552811,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15690866510538642, 0.2791666666666667, 0.522248243559719, 0.9333333333333333], 'timestamp': 1.3, 'evidence_id': 'ego:66', 'visibility': 'visible', 'confidence': 0.5149363514762465, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4850636485237535, 'visible_fraction': 1.0, 'relative_motion': 0.004014898386337418, 'camera_compensated': True, 'total_area_ratio': 1.4834645777474977}]",[],True
66,1.32,"[128.0, 134.0, 318.0, 320.0]",0.01838520896853879,0.00018495804397389293,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.2791666666666667, 0.522248243559719, 0.9458333333333333], 'timestamp': 1.32, 'evidence_id': 'ego:67', 'visibility': 'visible', 'confidence': 0.5254202572076503, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4745797427923497, 'visible_fraction': 1.0, 'relative_motion': 0.006347784104886176, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749608}]",[],True
67,1.34,"[132.0, 138.0, 312.0, 314.0]",0.017936707998160273,0.00021070800721645355,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15456674473067916, 0.2875, 0.5199063231850117, 0.9416666666666667], 'timestamp': 1.34, 'evidence_id': 'ego:68', 'visibility': 'visible', 'confidence': 0.4997091461417572, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5002908538582428, 'visible_fraction': 1.0, 'relative_motion': 0.0011551371594703357, 'camera_compensated': True, 'total_area_ratio': 1.4834645777474977}]",[],True
68,1.36,"[126.0, 136.0, 318.0, 320.0]",0.018581958021968603,0.0005977500113658607,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.2833333333333333, 0.5199063231850117, 0.95], 'timestamp': 1.36, 'evidence_id': 'ego:69', 'visibility': 'visible', 'confidence': 0.5296473960444814, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.47035260395551864, 'visible_fraction': 1.0, 'relative_motion': 0.003628306850886988, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749608}]",[],True
69,1.3800000000000003,"[126.0, 140.0, 318.0, 320.0]",0.018159749975893646,0.00021412502974271774,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.2916666666666667, 0.5199063231850117, 0.9583333333333334], 'timestamp': 1.38, 'evidence_id': 'ego:70', 'visibility': 'visible', 'confidence': 0.48623696590474463, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5137630340952554, 'visible_fraction': 1.0, 'relative_motion': 0.007338320946796923, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749612}]",[],True
70,1.4000000000000001,"[124.0, 142.0, 318.0, 320.0]",0.018883874989114702,0.00023379200138151646,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.29583333333333334, 0.5175644028103045, 0.9625], 'timestamp': 1.4, 'evidence_id': 'ego:71', 'visibility': 'visible', 'confidence': 0.49515653945594273, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5048434605440573, 'visible_fraction': 1.0, 'relative_motion': 0.0044481879084272355, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749612}]",[],True
71,1.42,"[124.0, 144.0, 318.0, 320.0]",0.01789258304052055,0.0002079169498756528,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.3, 0.5175644028103045, 0.9666666666666667], 'timestamp': 1.42, 'evidence_id': 'ego:72', 'visibility': 'visible', 'confidence': 0.4817583978956542, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5182416021043458, 'visible_fraction': 1.0, 'relative_motion': 0.0022586619756047315, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749612}]",[],True
72,1.44,"[128.0, 148.0, 312.0, 314.0]",0.018405625014565885,0.00023754197172820568,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.30833333333333335, 0.5152224824355972, 0.9625], 'timestamp': 1.44, 'evidence_id': 'ego:73', 'visibility': 'visible', 'confidence': 0.5250548278866094, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.47494517211339066, 'visible_fraction': 1.0, 'relative_motion': 0.0014891524344810456, 'camera_compensated': True, 'total_area_ratio': 1.4834645777474977}]",[],True
73,1.46,"[119.99999999999999, 140.0, 324.0, 328.0]",0.019920833001378924,0.00019737501861527562,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1405152224824356, 0.2916666666666667, 0.5199063231850117, 0.975], 'timestamp': 1.46, 'evidence_id': 'ego:74', 'visibility': 'visible', 'confidence': 0.500596150374639, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.499403849625361, 'visible_fraction': 1.0, 'relative_motion': 0.003513282324289555, 'camera_compensated': True, 'total_area_ratio': 1.6092065532253603}]",[],True
74,1.48,"[126.0, 148.0, 312.0, 314.0]",0.01823162497021258,0.0001793749979697168,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.30833333333333335, 0.5128805620608899, 0.9625], 'timestamp': 1.48, 'evidence_id': 'ego:75', 'visibility': 'visible', 'confidence': 0.49973178214449543, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5002682178555046, 'visible_fraction': 1.0, 'relative_motion': 0.0026223699743388616, 'camera_compensated': True, 'total_area_ratio': 1.4834645777474977}]",[],True
75,1.5,"[119.99999999999999, 138.0, 324.0, 328.0]",0.01947195897810161,0.00019991595763713121,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1405152224824356, 0.2875, 0.5199063231850117, 0.9708333333333333], 'timestamp': 1.5, 'evidence_id': 'ego:76', 'visibility': 'visible', 'confidence': 0.4920893178780311, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5079106821219689, 'visible_fraction': 1.0, 'relative_motion': 0.005184940621276587, 'camera_compensated': True, 'total_area_ratio': 1.6092065532253603}]",[],True
76,1.52,"[124.0, 142.0, 318.0, 320.0]",0.01798320800298825,0.00020520802354440093,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.29583333333333334, 0.5175644028103045, 0.9625], 'timestamp': 1.52, 'evidence_id': 'ego:77', 'visibility': 'visible', 'confidence': 0.5183006156569223, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.48169938434307774, 'visible_fraction': 1.0, 'relative_motion': 0.0017401967545358247, 'camera_compensated': True, 'total_area_ratio': 1.5408843237749612}]",[],True
77,1.54,"[128.0, 146.0, 312.0, 314.0]",0.01835704199038446,0.0002490420010872185,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.30416666666666664, 0.5152224824355972, 0.9583333333333334], 'timestamp': 1.54, 'evidence_id': 'ego:78', 'visibility': 'visible', 'confidence': 0.4881253140379691, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5118746859620309, 'visible_fraction': 1.0, 'relative_motion': 0.003166766568480095, 'camera_compensated': True, 'total_area_ratio': 1.483464577747498}]",[],True
78,1.56,"[132.0, 148.0, 306.0, 308.0]",0.01866724999854341,0.0001789169618859887,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15456674473067916, 0.30833333333333335, 0.5128805620608899, 0.95], 'timestamp': 1.56, 'evidence_id': 'ego:79', 'visibility': 'visible', 'confidence': 0.49718009018077614, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5028199098192239, 'visible_fraction': 1.0, 'relative_motion': 0.002432617583681276, 'camera_compensated': True, 'total_area_ratio': 1.427135080062328}]",[],True
79,1.58,"[132.0, 150.0, 306.0, 308.0]",0.01823866699123755,0.00026704202173277736,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15456674473067916, 0.3125, 0.5128805620608899, 0.9541666666666667], 'timestamp': 1.58, 'evidence_id': 'ego:80', 'visibility': 'visible', 'confidence': 0.48935359300178927, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5106464069982107, 'visible_fraction': 1.0, 'relative_motion': 0.0032378441093897283, 'camera_compensated': True, 'total_area_ratio': 1.4271350800623281}]",[],True
80,1.6,"[136.0, 154.0, 300.0, 302.0]",0.019082584010902792,0.00019629200687631965,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1592505854800937, 0.32083333333333336, 0.5105386416861827, 0.95], 'timestamp': 1.6, 'evidence_id': 'ego:81', 'visibility': 'visible', 'confidence': 0.5244410195745524, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.47555898042544764, 'visible_fraction': 1.0, 'relative_motion': 0.0017599065316536463, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
81,1.62,"[134.0, 154.0, 300.0, 302.0]",0.018064584000967443,0.0001824999926611781,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15690866510538642, 0.32083333333333336, 0.5081967213114754, 0.95], 'timestamp': 1.62, 'evidence_id': 'ego:82', 'visibility': 'visible', 'confidence': 0.4793294474870615, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5206705525129385, 'visible_fraction': 1.0, 'relative_motion': 0.0020566868714798976, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
82,1.6400000000000001,"[130.0, 152.0, 306.0, 308.0]",0.017631374998018146,0.00020362494979053736,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.31666666666666665, 0.5105386416861827, 0.9583333333333334], 'timestamp': 1.64, 'evidence_id': 'ego:83', 'visibility': 'visible', 'confidence': 0.48728585960796844, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5127141403920316, 'visible_fraction': 1.0, 'relative_motion': 0.0021594659677430564, 'camera_compensated': True, 'total_area_ratio': 1.4271350800623281}]",[],True
83,1.6600000000000001,"[130.0, 154.0, 306.0, 308.0]",0.018986916984431446,0.00017808296252042055,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.32083333333333336, 0.5105386416861827, 0.9625], 'timestamp': 1.66, 'evidence_id': 'ego:84', 'visibility': 'visible', 'confidence': 0.47768818408884905, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.522311815911151, 'visible_fraction': 1.0, 'relative_motion': 0.0038731112409510046, 'camera_compensated': True, 'total_area_ratio': 1.427135080062328}]",[],True
84,1.68,"[132.0, 158.0, 300.0, 302.0]",0.01795845798915252,0.0002597499988041818,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15456674473067916, 0.32916666666666666, 0.5058548009367682, 0.9583333333333334], 'timestamp': 1.68, 'evidence_id': 'ego:85', 'visibility': 'visible', 'confidence': 0.528245225288449, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.47175477471155103, 'visible_fraction': 1.0, 'relative_motion': 0.0015976210605857973, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
85,1.7,"[130.0, 158.0, 300.0, 302.0]",0.018359124951530248,0.00019820895977318287,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.32916666666666666, 0.5035128805620609, 0.9583333333333334], 'timestamp': 1.7, 'evidence_id': 'ego:86', 'visibility': 'visible', 'confidence': 0.49337556726650944, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5066244327334906, 'visible_fraction': 1.0, 'relative_motion': 0.0011202418534323124, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
86,1.72,"[126.0, 158.0, 300.0, 302.0]",0.017557499988470227,0.00029449997236952186,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.32916666666666666, 0.49882903981264637, 0.9583333333333334], 'timestamp': 1.72, 'evidence_id': 'ego:87', 'visibility': 'visible', 'confidence': 0.5070539303989112, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4929460696010887, 'visible_fraction': 1.0, 'relative_motion': 0.0033475685308638464, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
