frame_index,source_time_s,tracker_reported_success,bbox_xywh,update_s,decode_s,calibrated_confidence
103,2.06,True,"[133.0, 151.0, 254.0, 260.0]",0.025409583002328873,0.00019824999617412686,
104,2.08,True,"[131.0, 153.0, 254.0, 260.0]",0.02522599999792874,0.00020325003424659371,
105,2.1,True,"[131.0, 149.0, 254.0, 260.0]",0.025682832987513393,0.0002556249964982271,
106,2.12,True,"[131.0, 149.0, 254.0, 260.0]",0.02388437499757856,0.00018866697791963816,
107,2.14,True,"[131.0, 147.0, 254.0, 260.0]",0.023658000049181283,0.0001966669806279242,
108,2.16,True,"[133.0, 147.0, 254.0, 260.0]",0.023362250009085983,0.00018550001550465822,
109,2.18,True,"[133.0, 145.0, 254.0, 260.0]",0.025457708979956806,0.00020645803306251764,
110,2.2,True,"[135.0, 143.0, 254.0, 260.0]",0.026201208995189518,0.00016179203521460295,
111,2.22,True,"[137.0, 143.0, 254.0, 260.0]",0.02379433304304257,0.00018916698172688484,
112,2.24,True,"[139.0, 141.0, 254.0, 260.0]",0.025185875012539327,0.0001890829880721867,
113,2.2600000000000007,True,"[139.0, 139.0, 254.0, 260.0]",0.025543667026795447,0.00019700004486367106,
114,2.2800000000000002,True,"[139.0, 139.0, 254.0, 260.0]",0.02687649999279529,0.00019937503384426236,
115,2.3000000000000003,True,"[139.0, 137.0, 254.0, 260.0]",0.025002291949931532,0.00022079201880842447,
116,2.32,True,"[139.0, 133.0, 254.0, 260.0]",0.029762083024252206,0.00019808398792520165,
117,2.34,True,"[137.0, 131.0, 254.0, 260.0]",0.027250457962509245,0.0004456250462681055,
118,2.36,True,"[137.0, 129.0, 254.0, 260.0]",0.027866207994520664,0.00031458301236853004,
119,2.38,True,"[137.0, 125.0, 254.0, 260.0]",0.0278100409777835,0.00022733298828825355,
120,2.4,True,"[135.0, 121.0, 254.0, 260.0]",0.028978209011256695,0.00017562496941536665,
121,2.42,True,"[135.0, 117.0, 254.0, 260.0]",0.026685958029702306,0.00017437501810491085,
122,2.44,True,"[135.0, 113.0, 254.0, 260.0]",0.028036375006195158,0.0002294999430887401,
123,2.46,True,"[135.0, 109.0, 254.0, 260.0]",0.026038000010885298,0.00020241702441126108,
124,2.48,True,"[133.0, 105.0, 254.0, 260.0]",0.02888024999992922,0.0002929579932242632,
125,2.5,True,"[133.0, 101.0, 254.0, 260.0]",0.02884483296656981,0.0002614579861983657,
126,2.52,True,"[133.0, 99.0, 254.0, 260.0]",0.02619200001936406,0.00018879101844504476,
127,2.54,True,"[131.0, 97.0, 254.0, 260.0]",0.025385624961927533,0.00018924998585134745,
128,2.56,True,"[131.0, 93.0, 254.0, 260.0]",0.025641041982453316,0.00018520897720009089,
129,2.58,True,"[131.0, 91.0, 254.0, 260.0]",0.02502370800357312,0.00013783294707536697,
130,2.6,True,"[131.0, 89.0, 254.0, 260.0]",0.026535124983638525,0.00018933304818347096,
131,2.62,True,"[131.0, 87.0, 254.0, 260.0]",0.025524624972604215,0.00017495802603662014,
132,2.64,True,"[131.0, 87.0, 254.0, 260.0]",0.026759333966765553,0.00017637497512623668,
133,2.66,True,"[131.0, 87.0, 254.0, 260.0]",0.024579334014561027,0.0001644170260988176,
134,2.68,True,"[131.0, 87.0, 254.0, 260.0]",0.024460540967993438,0.00017229100922122598,
135,2.7,True,"[131.0, 87.0, 254.0, 260.0]",0.02551674999995157,0.00018870900385081768,
136,2.72,True,"[133.0, 87.0, 254.0, 260.0]",0.023934541968628764,0.0001865419908426702,
137,2.74,True,"[133.0, 87.0, 254.0, 260.0]",0.02543587499530986,0.00017733301501721144,
138,2.7600000000000007,True,"[133.0, 87.0, 254.0, 260.0]",0.023502041003666818,0.00017499999376013875,
139,2.7800000000000002,True,"[135.0, 89.0, 254.0, 260.0]",0.027531291008926928,0.00016491604037582874,
140,2.8000000000000003,True,"[135.0, 87.0, 254.0, 260.0]",0.023253874969668686,0.00017341598868370056,
141,2.82,True,"[135.0, 89.0, 254.0, 260.0]",0.02436487504746765,0.00018199998885393143,
142,2.84,True,"[135.0, 89.0, 254.0, 260.0]",0.02425179199781269,0.00016437500016763806,
143,2.86,True,"[135.0, 91.0, 254.0, 260.0]",0.02398845797870308,0.000162874988745898,
144,2.88,True,"[135.0, 95.0, 254.0, 260.0]",0.025223459000699222,0.0001486249966546893,
